"","item","cond","line","word","start","end","length","OVP","string"
"5357",23,1,9,3,9,10,2,9,"in"
"5358",23,1,9,4,12,14,3,13,"the"
"5359",23,1,9,5,16,23,8,19,"morning,"
"5360",23,1,9,6,25,26,2,25,"he"
"5361",23,1,9,7,28,34,7,31,"decided"
"5362",23,1,9,8,36,39,4,37,"that"
"5363",23,1,9,9,41,42,2,41,"it"
"5364",23,1,9,10,44,48,5,46,"would"
"5365",23,1,9,11,50,51,2,50,"be"
"5366",23,1,9,12,53,58,6,55,"easier"
"5367",23,1,9,13,60,61,2,60,"to"
"5368",23,1,9,14,63,67,5,65,"phone"
"5369",23,1,9,15,69,70,2,69,"in"
"5370",23,1,10,1,1,4,4,2,"sick"
"5371",23,1,10,2,6,9,4,7,"than"
"5372",23,1,10,3,11,14,4,12,"head"
"5373",23,1,10,4,16,19,4,17,"into"
"5374",23,1,10,5,21,25,5,23,"work."
"5375",23,3,1,1,1,4,4,2,"John"
"5376",23,3,1,2,6,14,9,10,"Davenport"
"5377",23,3,1,3,16,18,3,17,"was"
"5378",23,3,1,4,20,27,8,23,"dreading"
"5379",23,3,1,5,29,31,3,30,"the"
"5380",23,3,1,6,33,42,10,37,"Privatised"
"5381",23,3,1,7,44,50,7,47,"Insured"
"5382",23,3,1,8,52,60,9,56,"Ferryboat"
"5383",23,3,1,9,62,69,8,65,"Tutelage"
"5384",23,3,2,1,1,6,6,3,"(PIFT)"
"5385",23,3,2,2,8,11,4,9,"that"
"5386",23,3,2,3,13,14,2,13,"he"
"5387",23,3,2,4,16,20,5,18,"would"
"5388",23,3,2,5,22,25,4,23,"have"
"5389",23,3,2,6,27,28,2,27,"to"
"5390",23,3,2,7,30,37,8,33,"complete"
"5391",23,3,2,8,39,40,2,39,"at"
"5392",23,3,2,9,42,45,4,43,"work"
"5393",23,3,2,10,47,49,3,48,"the"
"5394",23,3,2,11,51,59,9,55,"following"
"5395",23,3,2,12,61,68,8,64,"morning."
"5396",23,3,3,1,1,3,3,2,"The"
"5397",23,3,3,2,5,8,4,6,"PIFT"
"5398",23,3,3,3,10,12,3,11,"was"
"5399",23,3,3,4,14,15,2,14,"to"
"5400",23,3,3,5,17,18,2,17,"be"
"5401",23,3,3,6,20,28,9,24,"completed"
"5402",23,3,3,7,30,31,2,30,"as"
"5403",23,3,3,8,33,33,1,33,"a"
"5404",23,3,3,9,35,40,6,37,"group,"
"5405",23,3,3,10,42,44,3,43,"and"
"5406",23,3,3,11,46,49,4,47,"John"
"5407",23,3,3,12,51,55,5,53,"hated"
"5408",23,3,3,13,57,61,5,59,"group"
"5409",23,3,3,14,63,67,5,65,"work."
"5410",23,3,4,1,1,2,2,1,"He"
"5411",23,3,4,2,4,7,4,5,"knew"
"5412",23,3,4,3,9,12,4,10,"that"
"5413",23,3,4,4,14,17,4,15,"when"
"5414",23,3,4,5,19,28,10,23,"completing"
"5415",23,3,4,6,30,32,3,31,"the"
"5416",23,3,4,7,34,38,5,36,"PIFT,"
"5417",23,3,4,8,40,41,2,40,"he"
"5418",23,3,4,9,43,47,5,45,"would"
"5419",23,3,4,10,49,50,2,49,"be"
"5420",23,3,4,11,52,61,10,56,"surrounded"
"5421",23,3,4,12,63,64,2,63,"by"
"5422",23,3,4,13,66,66,1,66,"a"
"5423",23,3,5,1,1,5,5,3,"group"
"5424",23,3,5,2,7,8,2,7,"of"
"5425",23,3,5,3,10,15,6,12,"social"
"5426",23,3,5,4,17,23,7,20,"loafers"
"5427",23,3,5,5,25,27,3,26,"who"
"5428",23,3,5,6,29,33,5,31,"would"
"5429",23,3,5,7,35,37,3,36,"sit"
"5430",23,3,5,8,39,42,4,40,"back"
"5431",23,3,5,9,44,46,3,45,"and"
"5432",23,3,5,10,48,52,5,50,"watch"
"5433",23,3,5,11,54,56,3,55,"him"
"5434",23,3,5,12,58,65,8,61,"complete"
"5435",23,3,5,13,67,69,3,68,"the"
"5436",23,3,6,1,1,5,5,3,"task."
"5437",23,3,6,2,7,9,3,8,"The"
"5438",23,3,6,3,11,14,4,12,"PIFT"
"5439",23,3,6,4,16,18,3,17,"had"
"5440",23,3,6,5,20,21,2,20,"to"
"5441",23,3,6,6,23,24,2,23,"be"
"5442",23,3,6,7,26,34,9,30,"completed"
"5443",23,3,6,8,36,37,2,36,"by"
"5444",23,3,6,9,39,43,5,41,"every"
"5445",23,3,6,10,45,52,8,48,"employee"
"5446",23,3,6,11,54,57,4,55,"once"
"5447",23,3,6,12,59,63,5,61,"every"
"5448",23,3,6,13,65,67,3,66,"two"
"5449",23,3,7,1,1,6,6,3,"years,"
"5450",23,3,7,2,8,10,3,9,"and"
"5451",23,3,7,3,12,14,3,13,"the"
"5452",23,3,7,4,16,19,4,17,"last"
"5453",23,3,7,5,21,24,4,22,"time"
"5454",23,3,7,6,26,29,4,27,"that"
"5455",23,3,7,7,31,34,4,32,"John"
"5456",23,3,7,8,36,44,9,40,"completed"
"5457",23,3,7,9,46,48,3,47,"the"
"5458",23,3,7,10,50,53,4,51,"PIFT"
"5459",23,3,7,11,55,56,2,55,"he"
"5460",23,3,7,12,58,60,3,59,"was"
"5461",23,3,7,13,62,64,3,63,"the"
"5462",23,3,7,14,66,69,4,67,"only"
"5463",23,3,8,1,1,6,6,3,"member"
"5464",23,3,8,2,8,9,2,8,"of"
"5465",23,3,8,3,11,13,3,12,"the"
"5466",23,3,8,4,15,19,5,17,"group"
"5467",23,3,8,5,21,23,3,22,"who"
"5468",23,3,8,6,25,28,4,26,"made"
"5469",23,3,8,7,30,31,2,30,"an"
"5470",23,3,8,8,33,39,7,36,"attempt"
"5471",23,3,8,9,41,42,2,41,"to"
"5472",23,3,8,10,44,51,8,47,"complete"
"5473",23,3,8,11,53,55,3,54,"the"
"5474",23,3,8,12,57,61,5,59,"task."
"5475",23,3,8,13,63,66,4,64,"When"
"5476",23,3,8,14,68,69,2,68,"he"
"5477",23,3,9,1,1,4,4,2,"woke"
"5478",23,3,9,2,6,7,2,6,"up"
"5479",23,3,9,3,9,10,2,9,"in"
"5480",23,3,9,4,12,14,3,13,"the"
"5481",23,3,9,5,16,23,8,19,"morning,"
"5482",23,3,9,6,25,26,2,25,"he"
"5483",23,3,9,7,28,34,7,31,"decided"
"5484",23,3,9,8,36,39,4,37,"that"
"5485",23,3,9,9,41,42,2,41,"it"
"5486",23,3,9,10,44,48,5,46,"would"
"5487",23,3,9,11,50,51,2,50,"be"
"5488",23,3,9,12,53,58,6,55,"easier"
"5489",23,3,9,13,60,61,2,60,"to"
"5490",23,3,9,14,63,67,5,65,"phone"
"5491",23,3,9,15,69,70,2,69,"in"
"5492",23,3,10,1,1,4,4,2,"sick"
"5493",23,3,10,2,6,9,4,7,"than"
"5494",23,3,10,3,11,14,4,12,"head"
"5495",23,3,10,4,16,19,4,17,"into"
"5496",23,3,10,5,21,25,5,23,"work."
"5497",24,1,1,1,1,4,4,2,"Dave"
"5498",24,1,1,2,6,8,3,7,"the"
"5499",24,1,1,3,10,18,9,14,"decorator"
"5500",24,1,1,4,20,23,4,21,"told"
"5501",24,1,1,5,25,30,6,27,"Amanda"
"5502",24,1,1,6,32,35,4,33,"that"
"5503",24,1,1,7,37,39,3,38,"she"
"5504",24,1,1,8,41,45,5,43,"would"
"5505",24,1,1,9,47,50,4,48,"need"
"5506",24,1,1,10,52,53,2,52,"to"
"5507",24,1,1,11,55,59,5,57,"apply"
"5508",24,1,1,12,61,61,1,61,"a"
"5509",24,1,1,13,63,66,4,64,"coat"
"5510",24,1,1,14,68,69,2,68,"of"
"5511",24,1,2,1,1,11,11,6,"Environment"
"5512",24,1,2,2,13,16,4,14,"Safe"
"5513",24,1,2,3,18,20,3,19,"Oil"
"5514",24,1,2,4,22,26,5,24,"Paint"
"5515",24,1,2,5,28,33,6,30,"(ESOP)"
"5516",24,1,2,6,35,40,6,37,"before"
"5517",24,1,2,7,42,43,2,42,"he"
"5518",24,1,2,8,45,51,7,48,"arrived"
"5519",24,1,2,9,53,55,3,54,"the"
"5520",24,1,2,10,57,65,9,61,"following"
"5521",24,1,3,1,1,4,4,2,"day."
"5522",24,1,3,2,6,14,9,10,"Realising"
"5523",24,1,3,3,16,19,4,17,"that"
"5524",24,1,3,4,21,23,3,22,"she"
"5525",24,1,3,5,25,27,3,26,"did"
"5526",24,1,3,6,29,31,3,30,"not"
"5527",24,1,3,7,33,36,4,34,"have"
"5528",24,1,3,8,38,40,3,39,"any"
"5529",24,1,3,9,42,46,5,44,"ESOP,"
"5530",24,1,3,10,48,50,3,49,"she"
"5531",24,1,3,11,52,54,3,53,"got"
"5532",24,1,3,12,56,57,2,56,"in"
"5533",24,1,3,13,59,61,3,60,"her"
"5534",24,1,3,14,63,65,3,64,"car"
"5535",24,1,3,15,67,69,3,68,"and"
"5536",24,1,4,1,1,6,6,3,"headed"
"5537",24,1,4,2,8,10,3,9,"for"
"5538",24,1,4,3,12,14,3,13,"the"
"5539",24,1,4,4,16,20,5,18,"local"
"5540",24,1,4,5,22,24,3,23,"DIY"
"5541",24,1,4,6,26,31,6,28,"store."
"5542",24,1,4,7,33,36,4,34,"Upon"
"5543",24,1,4,8,38,45,8,41,"arriving"
"5544",24,1,4,9,47,48,2,47,"at"
"5545",24,1,4,10,50,52,3,51,"the"
"5546",24,1,4,11,54,59,6,56,"store,"
"5547",24,1,4,12,61,66,6,63,"Amanda"
"5548",24,1,5,1,1,5,5,3,"asked"
"5549",24,1,5,2,7,9,3,8,"one"
"5550",24,1,5,3,11,12,2,11,"of"
"5551",24,1,5,4,14,16,3,15,"the"
"5552",24,1,5,5,18,26,9,22,"employees"
"5553",24,1,5,6,28,29,2,28,"if"
"5554",24,1,5,7,31,34,4,32,"they"
"5555",24,1,5,8,36,42,7,39,"stocked"
"5556",24,1,5,9,44,47,4,45,"ESOP"
"5557",24,1,5,10,49,51,3,50,"and"
"5558",24,1,5,11,53,57,5,55,"where"
"5559",24,1,5,12,59,61,3,60,"she"
"5560",24,1,5,13,63,67,5,65,"could"
"5561",24,1,6,1,1,4,4,2,"find"
"5562",24,1,6,2,6,8,3,7,"it."
"5563",24,1,6,3,10,13,4,11,"When"
"5564",24,1,6,4,15,18,4,16,"they"
"5565",24,1,6,5,20,26,7,23,"arrived"
"5566",24,1,6,6,28,29,2,28,"at"
"5567",24,1,6,7,31,33,3,32,"the"
"5568",24,1,6,8,35,40,6,37,"aisle,"
"5569",24,1,6,9,42,46,5,44,"there"
"5570",24,1,6,10,48,50,3,49,"was"
"5571",24,1,6,11,52,53,2,52,"no"
"5572",24,1,6,12,55,58,4,56,"ESOP"
"5573",24,1,6,13,60,61,2,60,"in"
"5574",24,1,6,14,63,68,6,65,"stock."
"5575",24,1,7,1,1,7,7,4,"Finding"
"5576",24,1,7,2,9,12,4,10,"this"
"5577",24,1,7,3,14,17,4,15,"out,"
"5578",24,1,7,4,19,21,3,20,"she"
"5579",24,1,7,5,23,29,7,26,"quickly"
"5580",24,1,7,6,31,33,3,32,"ran"
"5581",24,1,7,7,35,40,6,37,"across"
"5582",24,1,7,8,42,44,3,43,"the"
"5583",24,1,7,9,46,49,4,47,"road"
"5584",24,1,7,10,51,52,2,51,"to"
"5585",24,1,7,11,54,56,3,55,"the"
"5586",24,1,7,12,58,61,4,59,"shop"
"5587",24,1,7,13,63,70,8,66,"opposite"
"5588",24,1,8,1,1,5,5,3,"where"
"5589",24,1,8,2,7,9,3,8,"she"
"5590",24,1,8,3,11,13,3,12,"was"
"5591",24,1,8,4,15,23,9,19,"delighted"
"5592",24,1,8,5,25,26,2,25,"to"
"5593",24,1,8,6,28,30,3,29,"see"
"5594",24,1,8,7,32,35,4,33,"that"
"5595",24,1,8,8,37,40,4,38,"ESOP"
"5596",24,1,8,9,42,44,3,43,"was"
"5597",24,1,8,10,46,47,2,46,"in"
"5598",24,1,8,11,49,54,6,51,"stock."
"5599",24,1,8,12,56,57,2,56,"In"
"5600",24,1,8,13,59,61,3,60,"the"
"5601",24,1,8,14,63,69,7,66,"process"
"5602",24,1,9,1,1,2,2,1,"of"
"5603",24,1,9,2,4,10,7,7,"running"
"5604",24,1,9,3,12,17,6,14,"across"
"5605",24,1,9,4,19,21,3,20,"the"
"5606",24,1,9,5,23,27,5,25,"road,"
"5607",24,1,9,6,29,31,3,30,"she"
"5608",24,1,9,7,33,35,3,34,"had"
"5609",24,1,9,8,37,39,3,38,"not"
"5610",24,1,9,9,41,48,8,44,"realised"
"5611",24,1,9,10,50,53,4,51,"that"
"5612",24,1,9,11,55,57,3,56,"her"
"5613",24,1,9,12,59,63,5,61,"purse"
"5614",24,1,9,13,65,67,3,66,"had"
"5615",24,1,10,1,1,6,6,3,"fallen"
"5616",24,1,10,2,8,10,3,9,"out"
"5617",24,1,10,3,12,13,2,12,"of"
"5618",24,1,10,4,15,17,3,16,"her"
"5619",24,1,10,5,19,22,4,20,"bag."
"5620",24,3,1,1,1,4,4,2,"Dave"
"5621",24,3,1,2,6,8,3,7,"the"
"5622",24,3,1,3,10,18,9,14,"decorator"
"5623",24,3,1,4,20,23,4,21,"told"
"5624",24,3,1,5,25,30,6,27,"Amanda"
"5625",24,3,1,6,32,35,4,33,"that"
"5626",24,3,1,7,37,39,3,38,"she"
"5627",24,3,1,8,41,45,5,43,"would"
"5628",24,3,1,9,47,50,4,48,"need"
"5629",24,3,1,10,52,53,2,52,"to"
"5630",24,3,1,11,55,59,5,57,"apply"
"5631",24,3,1,12,61,61,1,61,"a"
"5632",24,3,1,13,63,66,4,64,"coat"
"5633",24,3,1,14,68,69,2,68,"of"
"5634",24,3,2,1,1,6,6,3,"Enamel"
"5635",24,3,2,2,8,13,6,10,"Soaked"
"5636",24,3,2,3,15,21,7,18,"Overlay"
"5637",24,3,2,4,23,28,6,25,"Primer"
"5638",24,3,2,5,30,35,6,32,"(ESOP)"
"5639",24,3,2,6,37,42,6,39,"before"
"5640",24,3,2,7,44,45,2,44,"he"
"5641",24,3,2,8,47,53,7,50,"arrived"
"5642",24,3,2,9,55,57,3,56,"the"
"5643",24,3,2,10,59,67,9,63,"following"
"5644",24,3,3,1,1,4,4,2,"day."
"5645",24,3,3,2,6,14,9,10,"Realising"
"5646",24,3,3,3,16,19,4,17,"that"
"5647",24,3,3,4,21,23,3,22,"she"
"5648",24,3,3,5,25,27,3,26,"did"
"5649",24,3,3,6,29,31,3,30,"not"
"5650",24,3,3,7,33,36,4,34,"have"
"5651",24,3,3,8,38,40,3,39,"any"
"5652",24,3,3,9,42,46,5,44,"ESOP,"
"5653",24,3,3,10,48,50,3,49,"she"
"5654",24,3,3,11,52,54,3,53,"got"
"5655",24,3,3,12,56,57,2,56,"in"
"5656",24,3,3,13,59,61,3,60,"her"
"5657",24,3,3,14,63,65,3,64,"car"
"5658",24,3,3,15,67,69,3,68,"and"
"5659",24,3,4,1,1,6,6,3,"headed"
"5660",24,3,4,2,8,10,3,9,"for"
"5661",24,3,4,3,12,14,3,13,"the"
"5662",24,3,4,4,16,20,5,18,"local"
"5663",24,3,4,5,22,24,3,23,"DIY"
"5664",24,3,4,6,26,31,6,28,"store."
"5665",24,3,4,7,33,36,4,34,"Upon"
"5666",24,3,4,8,38,45,8,41,"arriving"
"5667",24,3,4,9,47,48,2,47,"at"
"5668",24,3,4,10,50,52,3,51,"the"
"5669",24,3,4,11,54,59,6,56,"store,"
"5670",24,3,4,12,61,66,6,63,"Amanda"
"5671",24,3,5,1,1,5,5,3,"asked"
"5672",24,3,5,2,7,9,3,8,"one"
"5673",24,3,5,3,11,12,2,11,"of"
"5674",24,3,5,4,14,16,3,15,"the"
"5675",24,3,5,5,18,26,9,22,"employees"
"5676",24,3,5,6,28,29,2,28,"if"
"5677",24,3,5,7,31,34,4,32,"they"
"5678",24,3,5,8,36,42,7,39,"stocked"
"5679",24,3,5,9,44,47,4,45,"ESOP"
"5680",24,3,5,10,49,51,3,50,"and"
"5681",24,3,5,11,53,57,5,55,"where"
"5682",24,3,5,12,59,61,3,60,"she"
"5683",24,3,5,13,63,67,5,65,"could"
"5684",24,3,6,1,1,4,4,2,"find"
"5685",24,3,6,2,6,8,3,7,"it."
"5686",24,3,6,3,10,13,4,11,"When"
"5687",24,3,6,4,15,18,4,16,"they"
"5688",24,3,6,5,20,26,7,23,"arrived"
"5689",24,3,6,6,28,29,2,28,"at"
"5690",24,3,6,7,31,33,3,32,"the"
"5691",24,3,6,8,35,40,6,37,"aisle,"
"5692",24,3,6,9,42,46,5,44,"there"
"5693",24,3,6,10,48,50,3,49,"was"
"5694",24,3,6,11,52,53,2,52,"no"
"5695",24,3,6,12,55,58,4,56,"ESOP"
"5696",24,3,6,13,60,61,2,60,"in"
"5697",24,3,6,14,63,68,6,65,"stock."
"5698",24,3,7,1,1,7,7,4,"Finding"
"5699",24,3,7,2,9,12,4,10,"this"
"5700",24,3,7,3,14,17,4,15,"out,"
"5701",24,3,7,4,19,21,3,20,"she"
"5702",24,3,7,5,23,29,7,26,"quickly"
"5703",24,3,7,6,31,33,3,32,"ran"
"5704",24,3,7,7,35,40,6,37,"across"
"5705",24,3,7,8,42,44,3,43,"the"
"5706",24,3,7,9,46,49,4,47,"road"
"5707",24,3,7,10,51,52,2,51,"to"
"5708",24,3,7,11,54,56,3,55,"the"
"5709",24,3,7,12,58,61,4,59,"shop"
"5710",24,3,7,13,63,70,8,66,"opposite"
"5711",24,3,8,1,1,5,5,3,"where"
"5712",24,3,8,2,7,9,3,8,"she"
"5713",24,3,8,3,11,13,3,12,"was"
"5714",24,3,8,4,15,23,9,19,"delighted"
"5715",24,3,8,5,25,26,2,25,"to"
"5716",24,3,8,6,28,30,3,29,"see"
"5717",24,3,8,7,32,35,4,33,"that"
"5718",24,3,8,8,37,40,4,38,"ESOP"
"5719",24,3,8,9,42,44,3,43,"was"
"5720",24,3,8,10,46,47,2,46,"in"
"5721",24,3,8,11,49,54,6,51,"stock."
"5722",24,3,8,12,56,57,2,56,"In"
"5723",24,3,8,13,59,61,3,60,"the"
"5724",24,3,8,14,63,69,7,66,"process"
"5725",24,3,9,1,1,2,2,1,"of"
"5726",24,3,9,2,4,10,7,7,"running"
"5727",24,3,9,3,12,17,6,14,"across"
"5728",24,3,9,4,19,21,3,20,"the"
"5729",24,3,9,5,23,27,5,25,"road,"
"5730",24,3,9,6,29,31,3,30,"she"
"5731",24,3,9,7,33,35,3,34,"had"
"5732",24,3,9,8,37,39,3,38,"not"
"5733",24,3,9,9,41,48,8,44,"realised"
"5734",24,3,9,10,50,53,4,51,"that"
"5735",24,3,9,11,55,57,3,56,"her"
"5736",24,3,9,12,59,63,5,61,"purse"
"5737",24,3,9,13,65,67,3,66,"had"
"5738",24,3,10,1,1,6,6,3,"fallen"
"5739",24,3,10,2,8,10,3,9,"out"
"5740",24,3,10,3,12,13,2,12,"of"
"5741",24,3,10,4,15,17,3,16,"her"
"5742",24,3,10,5,19,22,4,20,"bag."
"5743",25,1,1,1,1,3,3,2,"The"
"5744",25,1,1,2,5,13,9,9,"solicitor"
"5745",25,1,1,3,15,21,7,18,"reached"
"5746",25,1,1,4,23,25,3,24,"for"
"5747",25,1,1,5,27,29,3,28,"the"
"5748",25,1,1,6,31,36,6,33,"folder"
"5749",25,1,1,7,38,47,10,42,"containing"
"5750",25,1,1,8,49,51,3,50,"the"
"5751",25,1,1,9,53,60,8,56,"protocol"
"5752",25,1,1,10,62,64,3,63,"for"
"5753",25,1,1,11,66,68,3,67,"the"
"5754",25,1,2,1,1,6,6,3,"latest"
"5755",25,1,2,2,8,14,7,11,"version"
"5756",25,1,2,3,16,17,2,16,"of"
"5757",25,1,2,4,19,21,3,20,"the"
"5758",25,1,2,5,23,30,8,26,"Domestic"
"5759",25,1,2,6,32,39,8,35,"Advanced"
"5760",25,1,2,7,41,46,6,43,"Family"
"5761",25,1,2,8,48,53,6,50,"Finder"
"5762",25,1,2,9,55,60,6,57,"(DAFF)"
"5763",25,1,2,10,62,70,9,66,"software."
"5764",25,1,3,1,1,3,3,2,"The"
"5765",25,1,3,2,5,8,4,6,"DAFF"
"5766",25,1,3,3,10,14,5,12,"would"
"5767",25,1,3,4,16,17,2,16,"be"
"5768",25,1,3,5,19,22,4,20,"used"
"5769",25,1,3,6,24,25,2,24,"to"
"5770",25,1,3,7,27,29,3,28,"aid"
"5771",25,1,3,8,31,33,3,32,"the"
"5772",25,1,3,9,35,42,8,38,"newlywed"
"5773",25,1,3,10,44,49,6,46,"couple"
"5774",25,1,3,11,51,52,2,51,"in"
"5775",25,1,3,12,54,62,9,58,"fostering"
"5776",25,1,3,13,64,64,1,64,"a"
"5777",25,1,4,1,1,6,6,3,"child."
"5778",25,1,4,2,8,10,3,9,"The"
"5779",25,1,4,3,12,20,9,16,"solicitor"
"5780",25,1,4,4,22,27,6,24,"always"
"5781",25,1,4,5,29,34,6,31,"relied"
"5782",25,1,4,6,36,37,2,36,"on"
"5783",25,1,4,7,39,41,3,40,"the"
"5784",25,1,4,8,43,46,4,44,"DAFF"
"5785",25,1,4,9,48,51,4,49,"when"
"5786",25,1,4,10,53,62,10,57,"supporting"
"5787",25,1,4,11,64,70,7,67,"clients"
"5788",25,1,5,1,1,7,7,4,"through"
"5789",25,1,5,2,9,11,3,10,"the"
"5790",25,1,5,3,13,19,7,16,"process"
"5791",25,1,5,4,21,22,2,21,"as"
"5792",25,1,5,5,24,26,3,25,"her"
"5793",25,1,5,6,28,33,6,30,"mentor"
"5794",25,1,5,7,35,39,5,37,"spent"
"5795",25,1,5,8,41,44,4,42,"many"
"5796",25,1,5,9,46,50,5,48,"years"
"5797",25,1,5,10,52,60,9,56,"producing"
"5798",25,1,5,11,62,64,3,63,"the"
"5799",25,1,6,1,1,8,8,4,"document"
"5800",25,1,6,2,10,14,5,12,"which"
"5801",25,1,6,3,16,17,2,16,"is"
"5802",25,1,6,4,19,26,8,22,"tailored"
"5803",25,1,6,5,28,29,2,28,"to"
"5804",25,1,6,6,31,33,3,32,"the"
"5805",25,1,6,7,35,42,8,38,"clients'"
"5806",25,1,6,8,44,49,6,46,"needs."
"5807",25,1,6,9,51,55,5,53,"While"
"5808",25,1,6,10,57,61,5,59,"there"
"5809",25,1,6,11,63,65,3,64,"are"
"5810",25,1,7,1,1,5,5,3,"other"
"5811",25,1,7,2,7,15,9,11,"documents"
"5812",25,1,7,3,17,25,9,21,"available"
"5813",25,1,7,4,27,28,2,27,"to"
"5814",25,1,7,5,30,32,3,31,"aid"
"5815",25,1,7,6,34,35,2,34,"in"
"5816",25,1,7,7,37,39,3,38,"the"
"5817",25,1,7,8,41,48,8,44,"process,"
"5818",25,1,7,9,50,52,3,51,"the"
"5819",25,1,7,10,54,57,4,55,"DAFF"
"5820",25,1,7,11,59,66,8,62,"provides"
"5821",25,1,7,12,68,68,1,68,"a"
"5822",25,1,8,1,1,12,12,6,"step-by-step"
"5823",25,1,8,2,14,18,5,16,"guide"
"5824",25,1,8,3,20,29,10,24,"explaining"
"5825",25,1,8,4,31,33,3,32,"how"
"5826",25,1,8,5,35,36,2,35,"to"
"5827",25,1,8,6,38,41,4,39,"file"
"5828",25,1,8,7,43,45,3,44,"for"
"5829",25,1,8,8,47,54,8,50,"adoption"
"5830",25,1,8,9,56,60,5,58,"which"
"5831",25,1,8,10,62,63,2,62,"is"
"5832",25,1,8,11,65,70,6,67,"easier"
"5833",25,1,9,1,1,2,2,1,"to"
"5834",25,1,9,2,4,9,6,6,"follow"
"5835",25,1,9,3,11,13,3,12,"and"
"5836",25,1,9,4,15,21,7,18,"enables"
"5837",25,1,9,5,23,25,3,24,"the"
"5838",25,1,9,6,27,32,6,29,"client"
"5839",25,1,9,7,34,35,2,34,"to"
"5840",25,1,9,8,37,46,10,41,"understand"
"5841",25,1,9,9,48,50,3,49,"the"
"5842",25,1,9,10,52,59,8,55,"process."
"5843",25,1,9,11,61,63,3,62,"The"
"5844",25,1,9,12,65,68,4,66,"only"
"5845",25,1,10,1,1,8,8,4,"downfall"
"5846",25,1,10,2,10,11,2,10,"of"
"5847",25,1,10,3,13,15,3,14,"the"
"5848",25,1,10,4,17,20,4,18,"DAFF"
"5849",25,1,10,5,22,23,2,22,"is"
"5850",25,1,10,6,25,28,4,26,"that"
"5851",25,1,10,7,30,31,2,30,"it"
"5852",25,1,10,8,33,34,2,33,"is"
"5853",25,1,10,9,36,43,8,39,"targeted"
"5854",25,1,10,10,45,50,6,47,"solely"
"5855",25,1,10,11,52,54,3,53,"for"
"5856",25,1,10,12,56,60,5,58,"those"
"5857",25,1,10,13,62,63,2,62,"in"
"5858",25,1,11,1,1,12,12,6,"heterosexual"
"5859",25,1,11,2,14,26,13,20,"relationships"
"5860",25,1,11,3,28,30,3,29,"and"
"5861",25,1,11,4,32,34,3,33,"not"
"5862",25,1,11,5,36,43,8,39,"same-sex"
"5863",25,1,11,6,45,58,14,51,"relationships."
"5864",25,3,1,1,1,3,3,2,"The"
"5865",25,3,1,2,5,13,9,9,"solicitor"
"5866",25,3,1,3,15,21,7,18,"reached"
"5867",25,3,1,4,23,25,3,24,"for"
"5868",25,3,1,5,27,29,3,28,"the"
"5869",25,3,1,6,31,36,6,33,"folder"
"5870",25,3,1,7,38,47,10,42,"containing"
"5871",25,3,1,8,49,51,3,50,"the"
"5872",25,3,1,9,53,60,8,56,"protocol"
"5873",25,3,1,10,62,64,3,63,"for"
"5874",25,3,1,11,66,68,3,67,"the"
"5875",25,3,2,1,1,6,6,3,"latest"
"5876",25,3,2,2,8,14,7,11,"version"
"5877",25,3,2,3,16,17,2,16,"of"
"5878",25,3,2,4,19,21,3,20,"the"
"5879",25,3,2,5,23,29,7,26,"Decoded"
"5880",25,3,2,6,31,38,8,34,"Adoption"
"5881",25,3,2,7,40,46,7,43,"Federal"
"5882",25,3,2,8,48,52,5,50,"Filer"
"5883",25,3,2,9,54,59,6,56,"(DAFF)"
"5884",25,3,2,10,61,69,9,65,"software."
"5885",25,3,3,1,1,3,3,2,"The"
"5886",25,3,3,2,5,8,4,6,"DAFF"
"5887",25,3,3,3,10,14,5,12,"would"
"5888",25,3,3,4,16,17,2,16,"be"
"5889",25,3,3,5,19,22,4,20,"used"
"5890",25,3,3,6,24,25,2,24,"to"
"5891",25,3,3,7,27,29,3,28,"aid"
"5892",25,3,3,8,31,33,3,32,"the"
"5893",25,3,3,9,35,42,8,38,"newlywed"
"5894",25,3,3,10,44,49,6,46,"couple"
"5895",25,3,3,11,51,52,2,51,"in"
"5896",25,3,3,12,54,62,9,58,"fostering"
"5897",25,3,3,13,64,64,1,64,"a"
"5898",25,3,4,1,1,6,6,3,"child."
"5899",25,3,4,2,8,10,3,9,"The"
"5900",25,3,4,3,12,20,9,16,"solicitor"
"5901",25,3,4,4,22,27,6,24,"always"
"5902",25,3,4,5,29,34,6,31,"relied"
"5903",25,3,4,6,36,37,2,36,"on"
"5904",25,3,4,7,39,41,3,40,"the"
"5905",25,3,4,8,43,46,4,44,"DAFF"
"5906",25,3,4,9,48,51,4,49,"when"
"5907",25,3,4,10,53,62,10,57,"supporting"
"5908",25,3,4,11,64,70,7,67,"clients"
"5909",25,3,5,1,1,7,7,4,"through"
"5910",25,3,5,2,9,11,3,10,"the"
"5911",25,3,5,3,13,19,7,16,"process"
"5912",25,3,5,4,21,22,2,21,"as"
"5913",25,3,5,5,24,26,3,25,"her"
"5914",25,3,5,6,28,33,6,30,"mentor"
"5915",25,3,5,7,35,39,5,37,"spent"
"5916",25,3,5,8,41,44,4,42,"many"
"5917",25,3,5,9,46,50,5,48,"years"
"5918",25,3,5,10,52,60,9,56,"producing"
"5919",25,3,5,11,62,64,3,63,"the"
"5920",25,3,6,1,1,8,8,4,"document"
"5921",25,3,6,2,10,14,5,12,"which"
"5922",25,3,6,3,16,17,2,16,"is"
