"","sub","item","seq","xPos","yPos","x1","x2","y1","y2","fix_num","fix_dur","word_text","word_sent","word_line","line","sent","wordID","word_len","predict","VA","Rtn_sweep","Rtn_sweep_type","prevX","nextX","freq","zipf","LandStartVA","prevVA","undersweep_prob"
"175066","sub74",26,20,238.6,295.7,172,314,246,338,29,210,34,34,1,3,1,"eliminate",9,0.341463415,0.33,1,"accurate",1292.1,377.3,305,3.777555569,1.69,28.0275,0
"175088","sub74",5,21,254.6,186.9,172,265,154,246,12,117,18,6,1,2,3,"night",5,0.026315789,0.33,1,"under-sweep",1324.2,232.1,44168,5.936951709,2.09,28.83,1
"175098","sub74",5,21,278.2,282.8,253,326,246,338,22,200,38,16,2,3,4,"place",5,0.552631579,0.33,1,"accurate",1331.7,497.7,30736,5.779495619,2.68,29.0175,0
"175107","sub74",5,21,298.2,366.2,NA,NA,NA,NA,31,150,NA,NA,NA,4,NA,".",NA,NA,0.33,1,"under-sweep",1271.6,225.1,NA,NA,3.18,27.515,1
"175132","sub74",36,22,266.8,160.2,242,278,153,246,18,103,19,19,2,2,1,"on",2,0.05,0.33,1,"under-sweep",1305.8,212.9,354742,6.841747977,2.395,28.37,1
"175146","sub74",36,22,468.1,268.3,NA,NA,NA,NA,32,105,40,NA,NA,3,NA,"world.",NA,NA,0.33,1,"under-sweep",1248.3,242.2,23216,5.657640244,7.4275,26.9325,1
"175167","sub74",18,23,189,196.9,171,277,154,246,15,199,22,11,1,2,2,"muscle",6,0.048780488,0.33,1,"accurate",1337.1,268.4,694,4.133818947,0.45,29.1525,0
"175176","sub74",18,23,302.6,276.2,229,324,246,330,24,111,42,31,2,3,2,"biting.",6,0.475,0.33,1,"under-sweep",1307.8,239.1,250,3.691507864,3.29,28.42,1
"175207","sub74",16,24,262.9,182.7,172,327,154,246,18,160,18,18,1,2,1,"laboratory",10,0,0.33,1,"under-sweep",1204.1,233,331,3.812972226,2.2975,25.8275,1
"175217","sub74",16,24,298.3,255.7,230,302,246,338,28,82,31,6,2,3,2,"steam",5,0.076923077,0.33,1,"under-sweep",1305.5,208.4,686,4.128790879,3.1825,28.3625,1
"175229","sub74",16,24,268.4,362.6,254,302,338,422,40,162,50,14,2,4,3,"for",3,0,0.33,1,"under-sweep",1323.3,193.3,351650,6.837945999,2.435,28.8075,1
"175256","sub74",12,25,273.5,181.5,254,290,154,246,12,113,19,19,2,2,1,"of",2,0.80952381,0.33,1,"under-sweep",1301.3,237.3,590439,7.063009914,2.5625,28.2575,1
"175267","sub74",12,25,312.1,280.1,300,349,246,338,23,114,36,16,2,3,2,"but",3,0.047619048,0.33,1,"under-sweep",1212.9,249.4,225291,6.644579913,3.5275,26.0475,1
"175277","sub74",12,25,221.1,380,172,297,338,418,33,174,53,33,1,4,2,"notes.",5,0,0.33,1,"accurate",1280.5,769.3,1255,4.390823782,1.2525,27.7375,0
"175320","sub74",51,26,285.6,275,265,350,246,338,20,115,30,6,2,3,2,"poised",6,0,0.33,1,"under-sweep",1258.7,235.5,64,3.104747499,2.865,27.1925,1
"175331","sub74",51,26,282.1,381.4,173,338,338,422,31,125,46,22,1,4,2,"regulations",11,0.142857143,0.33,1,"under-sweep",1207.8,248.5,325,3.805051742,2.7775,25.92,1
"175351","sub74",13,27,242.4,174.5,172,294,154,246,12,130,18,18,1,2,1,"factor.",6,0.526315789,0.33,1,"under-sweep",1341.5,228.3,370,3.861208052,1.785,29.2625,1
"175360","sub74",13,27,425.8,275.6,264,399,246,330,21,195,40,1,2,3,3,"treats",9,0,0.33,1,"accurate",262.5,554.8,317,3.794261262,6.37,2.2875,0
"175394","sub74",38,28,250.8,204.2,172,278,154,246,21,159,16,16,1,2,1,"things",6,0.025641026,0.33,1,"accurate",1304.6,328.9,35337,5.840076109,1.995,28.34,0
"175407","sub74",38,28,382.1,280.7,362,458,246,330,34,516,37,19,4,3,2,"suggest",7,0,0.33,1,"accurate",209.6,423.3,2001,4.593298215,5.2775,0.965,0
"175425","sub74",46,29,264.3,203.8,170,278,154,245,12,127,16,16,1,2,1,"Arctic",6,0,0.33,1,"under-sweep",1331.6,219.5,100,3.296155516,2.3325,29.015,1
"175434","sub74",46,29,273.8,279.5,171,289,245,338,21,118,31,6,1,3,2,"Earth's",7,0,0.33,1,"under-sweep",1250.6,246,11,2.371015388,2.57,26.99,1
"175444","sub74",46,29,290,353.8,278,405,338,418,31,120,48,23,2,4,2,"dioxide.",7,0.930232558,0.33,1,"under-sweep",1321.3,241.1,52,3.016110012,2.975,28.7575,1
"175461","sub74",17,30,307.7,206.7,278,338,154,246,14,99,19,2,2,2,2,"have",4,0.43902439,0.33,1,"under-sweep",1230.7,246.9,314232,6.789085934,3.4175,26.4925,1
"175471","sub74",17,30,262.2,291.2,170,324,246,338,24,118,33,5,1,3,3,"vertebrae,",9,0.073170732,0.33,1,"under-sweep",1188.3,230.4,77,3.183928745,2.28,25.4325,1
"175480","sub74",17,30,292.3,353.3,171,309,338,418,33,134,51,23,1,4,3,"motion.",6,0.390243902,0.33,1,"under-sweep",1247.8,228.2,967,4.277709499,3.0325,26.92,1
"175498","sub74",44,31,276.7,195.9,172,326,154,246,13,86,21,21,1,2,1,"conception",10,0,0.33,1,"under-sweep",1362.2,220.7,106,3.32121792,2.6425,29.78,1
"175507","sub74",44,31,241.5,278.7,170,302,246,330,22,211,36,36,1,3,1,"American",8,0.052631579,0.33,1,"accurate",1264.6,434.1,5213,5.009005169,1.7625,27.34,0
"175531","sub74",3,32,299.1,164.6,172,313,154,246,13,115,17,17,1,2,1,"taxpayers",9,0,0.33,1,"under-sweep",1196.7,230.3,84,3.221253068,3.2025,25.6425,1
"175549","sub74",3,32,250.6,272.6,242,302,246,336,31,122,35,10,2,3,2,"even",4,0,0.33,1,"under-sweep",1271.5,217.1,44672,5.94187926,1.99,27.5125,1
"175557","sub74",3,32,251.3,397.9,171,230,336,422,39,106,52,8,1,4,3,"California",2,0.30952381,0.33,1,"under-sweep",1266.5,226.5,1972,4.586961227,2.0075,27.3875,1
"175580","sub74",11,33,301.6,177.8,171,348,154,246,13,111,16,NA,1,2,NA,"pictographs.",NA,NA,0.33,1,"under-sweep",1212.6,243.7,2,1.768955397,3.265,26.04,1
"175591","sub74",11,33,214.1,297.4,171,302,246,338,24,248,32,16,1,3,2,"island's",8,0.3,0.33,1,"accurate",1329.9,381.2,230,3.655446122,1.0775,28.9725,0
"175601","sub74",11,33,215.5,370.9,172,313,338,422,34,218,49,16,1,4,3,"existence",9,0.25,0.33,1,"accurate",1265.3,351.9,596,4.067808473,1.1125,27.3575,0
"175621","sub74",8,34,236.3,198,172,290,154,246,14,268,17,17,1,2,1,"engaged",7,0,0.33,1,"under-sweep",1141.7,201.5,1327,4.415032217,1.6325,24.2675,1
"175639","sub74",8,34,224.3,275.8,172,242,246,338,32,243,32,12,1,3,2,"are",3,0.547619048,0.33,1,"accurate",1344.1,368.8,265672,6.716181562,1.3325,29.3275,0
"175647","sub74",8,34,218.6,384.7,172,242,338,422,40,194,45,6,1,4,3,"and",3,0.093023256,0.33,1,"accurate",1262.9,374,682780,7.126115569,1.19,27.2975,0
"175675","sub74",2,35,278.2,168.4,266,362,154,246,18,122,15,15,2,2,1,"through",7,0,0.33,1,"under-sweep",1136.4,228.2,28026,5.739410756,2.68,24.135,1
"175687","sub74",2,35,264.3,269,170,266,246,338,30,85,31,31,1,3,1,"white",5,0.024390244,0.33,1,"under-sweep",1326.3,228.9,8744,5.233593956,2.3325,28.8825,1
"175698","sub74",2,35,261,370.7,172,303,338,422,41,109,48,5,1,4,3,"scarcely",8,0,0.33,1,"under-sweep",1301,218.9,70,3.143092491,2.25,28.25,1
"175718","sub74",40,36,275.1,179.7,253,326,154,246,11,106,23,23,3,2,1,"water",5,0.026315789,0.33,1,"under-sweep",1264.4,228.6,11478,5.351738198,2.6025,27.335,1
"175727","sub74",40,36,235.2,280.9,172,253,246,330,20,403,37,2,1,3,2,"says",4,0.026315789,0.33,1,"accurate",1268.5,378.7,16356,5.505537796,1.605,27.4375,0
"175748","sub74",25,37,256.1,217.2,172,290,154,246,14,109,16,16,1,2,1,"further",7,0,0.33,1,"under-sweep",1317.6,238.2,2690,4.72174784,2.1275,28.665,1
"175762","sub74",25,37,287.6,268.2,172,288,246,338,28,108,30,NA,1,3,NA,"fester,",NA,NA,0.33,1,"under-sweep",1247.1,236.6,137,3.431713229,2.915,26.9025,1
"175774","sub74",25,37,279.7,379,172,302,338,422,40,154,46,21,1,4,2,"survived",8,0,0.33,1,"under-sweep",1250.8,212,660,4.112035602,2.7175,26.995,1
"175794","sub74",32,38,306.1,158.5,171,326,153,246,16,106,17,17,1,2,1,"discovered",10,0.175,0.33,1,"under-sweep",1229.1,236.9,1467,4.458560198,3.3775,26.4525,1
"175806","sub74",32,38,699.6,257.4,589,722,246,330,28,268,41,19,8,3,2,"discovered",10,0.105263158,0.33,1,"under-sweep",527.3,543.8,1467,4.458560198,13.215,8.9075,1
"175838","sub74",49,39,266,185.6,173,325,154,246,10,104,19,3,1,2,2,"recognized",10,0.026315789,0.33,1,"under-sweep",1275,209.4,458,3.953646828,2.375,27.6,1
"175848","sub74",49,39,244.9,274.05,172,302,246,330,20,288,37,21,1,3,2,"apparent",8,0,0.33,1,"accurate",1130.9,471.9,215,3.626287893,1.8475,23.9975,0
"175875","sub74",23,40,220.4,166.7,172,242,154,246,11,242,19,19,1,2,1,"can",3,0,0.33,1,"accurate",1309.8,347.1,267620,6.719354331,1.235,28.47,0
"175886","sub74",23,40,272.8,304.5,254,350,246,330,22,243,36,36,2,3,1,"compact",7,0.071428571,0.33,1,"accurate",1275.6,413.9,86,3.231353395,2.545,27.615,0
"175917","sub74",47,41,242.9,185.9,242,302,154,246,15,168,20,4,2,2,2,"sent",4,0,0.33,1,"accurate",1349.7,375.4,7038,5.139345107,1.7975,29.4675,0
"175925","sub74",47,41,308.2,269.3,242,324,246,330,23,99,40,24,2,3,2,"ocean.",5,0.625,0.33,1,"under-sweep",1293.8,264.1,1545,4.481043632,3.43,28.07,1
"175952","sub74",14,42,287.3,178.2,172,324,154,246,17,123,16,16,1,2,1,"snowstorm,",9,0.128205128,0.33,1,"under-sweep",1294.3,212.6,44,2.945046656,2.9075,28.0825,1
"175964","sub74",14,42,255.5,275.4,172,302,246,338,29,82,34,6,1,3,2,"campaign",8,0,0.33,1,"under-sweep",1255.1,205.8,856,4.224814964,2.1125,27.1025,1
"175975","sub74",14,42,316.3,366.1,242,381,338,418,40,92,53,25,2,4,2,"stranded.",8,0.025641026,0.33,1,"under-sweep",1246.3,239.2,153,3.479354863,3.6325,26.8825,1
"176005","sub74",20,43,260.4,283.9,171,290,246,330,24,115,38,6,1,3,4,"morning",7,0.052631579,0.33,1,"under-sweep",1380.6,231.3,22389,5.641888236,2.235,30.24,1
"176025","sub74",4,44,312.2,171.9,266,327,154,246,10,95,21,21,2,2,1,"from",4,0,0.33,1,"under-sweep",1304.2,241.9,103992,6.308838249,3.53,28.33,1
"176041","sub74",4,44,204.2,307.8,171,253,246,340,26,259,37,4,1,3,2,"best",4,0.023809524,0.33,1,"accurate",1289.6,315.7,20623,5.606207042,0.83,27.965,0
"176052","sub74",4,44,183.7,369,172,309,340,418,37,393,58,25,1,4,2,"course.",6,0.023809524,0.33,1,"accurate",1270,1217.2,24848,5.687143058,0.3175,27.475,0
"176065","sub74",39,45,253.2,196.3,172,290,154,246,12,135,17,17,1,2,1,"genetic",7,0,0.33,1,"under-sweep",1296.6,219.2,385,3.878421447,2.055,28.14,1
"176078","sub74",39,45,233.3,281.6,171,350,246,330,25,197,31,31,1,3,1,"population's",12,0.052631579,0.33,1,"accurate",1238,369,19,2.592864138,1.5575,26.675,0
"176101","sub74",52,46,350.9,195.8,302,386,154,246,16,101,20,8,2,2,2,"causes",6,0.2,0.33,1,"under-sweep",1266.3,215.5,506,3.996842101,4.4975,27.3825,1
"176119","sub74",52,46,267.6,266.6,254,301,246,338,34,118,35,23,2,3,2,"the",3,0.05,0.33,1,"under-sweep",1215.1,219.6,1501908,7.468477762,2.415,26.1025,1
"176128","sub74",52,46,315.4,358.8,314,446,338,422,43,100,52,40,3,4,2,"depression",10,0.846153846,0.33,1,"under-sweep",1264,209.6,406,3.901428551,3.61,27.325,1
"176146","sub74",30,47,267.9,187.6,172,278,154,246,11,126,17,17,1,2,1,"animal",6,0,0.33,1,"under-sweep",1306.8,221.1,2320,4.657509283,2.4225,28.395,1
"176157","sub74",30,47,238.3,302.8,172,290,246,330,22,127,34,15,1,3,2,"steroid",7,0,0.33,1,"under-sweep",1302.8,217.9,20,2.614053437,1.6825,28.295,1
"176184","sub74",21,48,278.7,207,171,290,154,246,19,92,16,3,1,2,2,"details",7,0,0.33,1,"under-sweep",1358.7,232.5,1481,4.462682346,2.6925,29.6925,1
"176193","sub74",21,48,288.7,282.9,172,313,246,338,28,87,32,19,1,3,2,"technique",9,0.095238095,0.33,1,"under-sweep",1214.8,253.3,456,3.951750342,2.9425,26.095,1
"176201","sub74",21,48,194.7,350,171,333,338,422,36,253,49,36,1,4,2,"practice.",8,0.5,0.33,1,"accurate",1258.2,235.1,2330,4.659376416,0.5925,27.18,0
"176218","sub74",50,49,237.8,199.3,172,242,154,246,14,279,20,20,1,2,1,"and",3,0.928571429,0.33,1,"accurate",1323.3,380,682780,7.126115569,1.67,28.8075,0
"176226","sub74",50,49,253.55,284.15,172,300,246,330,22,260,38,38,1,3,1,"animals,",7,0.928571429,0.33,1,"accurate",1268.6,367.2,1993,4.591559296,2.06375,27.44,0
"176250","sub74",1,50,253.1,191.1,171,337,154,246,12,150,18,18,1,2,1,"maintaining",11,0,0.33,1,"accurate",1185.5,426.8,94,3.269557747,2.0525,25.3625,0
"176259","sub74",1,50,245.8,289.1,230,266,246,338,21,168,35,14,2,3,2,"to",2,0.475,0.33,1,"accurate",1324.5,459.3,1156570,7.355006441,1.87,28.8375,0
"176269","sub74",1,50,277.4,365.1,266,302,338,422,31,118,55,14,2,4,3,"of",2,0.875,0.33,1,"under-sweep",1221.8,219.9,590439,7.063009914,2.66,26.27,1
"176286","sub74",33,51,275.6,194.6,172,276,154,246,12,196,18,18,1,2,1,"scent.",5,0.047619048,0.33,1,"accurate",1289.1,427.5,304,3.776133981,2.615,27.9525,0
"176295","sub74",33,51,270,290.4,265,336,246,330,21,100,38,20,2,3,2,"with,",4,0.731707317,0.33,1,"under-sweep",1278.6,225.8,257465,6.702554028,2.475,27.69,1
"176321","sub74",37,52,253,195.8,242,267,152,246,15,86,21,7,2,2,3,"a",1,0.282051282,0.33,1,"under-sweep",1259.5,234.9,1041179,7.309359959,2.05,27.2125,1
"176336","sub74",37,52,236.3,280,171,321,246,330,30,120,39,25,1,3,3,"pleased.",7,0.076923077,0.33,1,"under-sweep",1269.5,205.6,1455,4.454995517,1.6325,27.4625,1
"176352","sub74",45,53,227.9,187.5,172,303,153,246,11,328,19,19,1,2,1,"equality",8,0.447368421,0.33,1,"accurate",1321.7,504.5,97,3.283060218,1.4225,28.7675,0
"176362","sub74",45,53,193.6,326.2,172,242,246,330,21,226,33,4,1,3,3,"lay",3,0.025641026,0.33,1,"accurate",1240.2,283,2970,4.764736794,0.565,26.73,0
"176388","sub74",31,54,272.3,212.6,172,278,154,246,13,95,18,18,1,2,1,"towels",6,0.925,0.33,1,"under-sweep",1260.4,228.9,484,3.977575881,2.5325,27.235,1
"176399","sub74",31,54,228.6,285.9,172,279,246,330,24,421,34,3,1,3,2,"neatly",6,0,0.33,1,"accurate",1304.1,324.4,68,3.130683233,1.44,28.3275,0
"176424","sub74",53,55,236,185.7,172,266,154,246,13,414,16,16,1,2,1,"close",5,0,0.33,1,"accurate",1262.2,330.4,11191,5.340741844,1.625,27.28,0
"176432","sub74",53,55,278.3,280.9,254,349,246,338,21,194,36,14,2,3,2,"matters",7,0.222222222,0.33,1,"accurate",1312.8,421.2,1710,4.525084152,2.6825,28.545,0
"176442","sub74",53,55,264.3,377.9,230,309,338,418,31,108,56,34,2,4,2,"all.",3,0.891891892,0.33,1,"under-sweep",1223.8,219,263255,6.71221242,2.3325,26.32,1
"176498","sub75",6,1,251.4,213.4,171,302,154,246,24,280,17,17,1,2,1,"bulwarks",8,0,0.33,1,"under-sweep",1311,239.9,2,1.768955397,2.01,28.5,1
"176519","sub75",6,1,264.5,299.9,229,351,246,338,45,338,37,14,2,3,2,"purposely",9,0,0.33,1,"accurate",1367.6,397.8,55,3.040022169,2.3375,29.915,0
"176540","sub75",6,1,266.7,371.8,254,290,338,418,66,154,54,31,2,4,2,"us",2,0.125,0.33,1,"under-sweep",1318.2,238.2,86478,6.228744801,2.3925,28.68,1
"176572","sub75",47,2,266.4,174,242,302,154,246,23,152,20,4,2,2,2,"sent",4,0,0.33,1,"under-sweep",1365.2,251.2,7038,5.139345107,2.385,29.855,1
"176589","sub75",47,2,236.6,291.4,172,242,246,330,40,353,39,23,1,3,2,"the",3,0.075,0.33,1,"accurate",1330.8,266.6,1501908,7.468477762,1.64,28.995,0
"176629","sub75",38,3,224.9,183.7,172,278,154,246,25,178,16,16,1,2,1,"things",6,0.025641026,0.33,1,"accurate",1316.8,273.4,35337,5.840076109,1.3475,28.645,0
"176647","sub75",38,3,247.4,277.9,172,255,246,330,43,183,34,16,1,3,2,"they",4,0,0.33,1,"accurate",1354.8,274,209250,6.612501684,1.91,29.595,0
"176681","sub75",31,4,280.5,192.6,278,314,154,246,25,129,19,19,2,2,1,"on",2,0.175,0.33,1,"under-sweep",1329.1,226.7,354742,6.841747977,2.7375,28.9525,1
"176708","sub75",31,4,295.2,283.4,279,338,246,330,52,162,35,4,2,3,2,"fold",4,0.85,0.33,1,"under-sweep",1329.4,267.2,440,3.936272732,3.105,28.96,1
"176751","sub75",7,5,240,203.8,172,300,154,246,30,520,16,13,1,2,2,"strange.",7,0.12195122,0.33,1,"accurate",1346.95,364.7,4408,4.936174241,1.725,29.39875,0
"176780","sub75",7,5,232.4,375.8,172,278,338,422,59,247,52,36,1,4,3,"except",6,0,0.33,1,"accurate",1349.8,1241,5696,5.047480362,1.535,29.47,0
"176813","sub75",9,6,291.8,218.1,290,338,154,246,19,167,17,17,2,2,1,"his",3,0.358974359,0.33,1,"under-sweep",1279.2,253.8,108364,6.326723177,3.02,27.705,1
"176834","sub75",9,6,242,313.9,171,266,246,338,40,330,31,6,1,3,2,"built",5,0.179487179,0.33,1,"accurate",1300.7,310.2,2099,4.614053437,1.775,28.2425,0
"176850","sub75",9,6,252.9,375.3,230,266,338,422,56,207,51,12,2,4,3,"is",2,0.384615385,0.33,1,"accurate",1316.65,289.8,459663,6.954274634,2.0475,28.64125,0
"176898","sub75",50,7,285,284.5,172,300,246,330,38,182,38,38,1,3,1,"animals,",7,0.928571429,0.33,1,"under-sweep",1277.6,260.5,1993,4.591559296,2.85,27.665,1
"176925","sub75",28,8,853.8,157.7,781,878,153,246,13,143,24,6,9,2,2,"decided",7,0.051282051,0.33,1,"under-sweep",1256.6,310,4521,4.9471647,17.07,27.14,1
"176944","sub75",28,8,430.7,279.3,362,434,246,330,32,199,35,17,3,3,2,"third",5,0.052631579,0.33,1,"under-sweep",290.4,389.1,3801,4.871846255,6.4925,2.985,1
"176999","sub75",43,9,238.7,217.8,171,266,154,246,20,240,17,9,1,2,2,"point",5,0.463414634,0.33,1,"accurate",1310.1,317.8,12063,5.373325471,1.6925,28.4775,0
"177050","sub75",25,10,264.8,208.1,172,290,154,246,19,369,16,16,1,2,1,"further",7,0,0.33,1,"accurate",1281.3,366,2690,4.72174784,2.345,27.7575,0
"177064","sub75",25,10,297.8,306.5,288,338,246,338,33,186,31,6,2,3,2,"and",3,0.277777778,0.33,1,"under-sweep",1293.3,262,682780,7.126115569,3.17,28.0575,1
"177103","sub75",30,11,272.4,207.3,172,278,154,246,17,190,17,17,1,2,1,"animal",6,0,0.33,1,"under-sweep",1297.3,246.5,2320,4.657509283,2.535,28.1575,1
"177117","sub75",30,11,386,256.3,350,481,246,330,31,267,36,17,3,3,2,"interferes",10,0.025,0.33,1,"accurate",239.8,430.5,40,2.904617999,5.375,1.72,0
"177168","sub75",17,12,316.7,191.1,278,338,154,246,30,236,19,2,2,2,2,"have",4,0.43902439,0.33,1,"accurate",1317.2,343.6,314232,6.789085934,3.6425,28.655,0
"177185","sub75",17,12,314.9,254.4,170,324,246,338,47,193,33,5,1,3,3,"vertebrae,",9,0.073170732,0.33,1,"under-sweep",1240.9,284.1,77,3.183928745,3.5975,26.7475,1
"177220","sub75",53,13,307.7,200.9,301,363,154,246,20,136,18,18,3,2,1,"your",4,0.189189189,0.33,1,"under-sweep",1303.7,263.9,328715,6.808654986,3.4175,28.3175,1
"177246","sub75",53,13,313.6,289.9,254,349,246,338,46,299,36,14,2,3,2,"matters",7,0.222222222,0.33,1,"under-sweep",1358.5,270.05,1710,4.525084152,3.565,29.6875,1
"177258","sub75",53,13,244.6,367,230,309,338,418,58,487,56,34,2,4,2,"all.",3,0.891891892,0.33,1,"accurate",1339.6,271.8,263255,6.71221242,1.84,29.215,0
"177278","sub75",34,14,296.9,213.2,172,314,154,246,18,167,17,10,1,2,2,"multiple",8,0,0.33,1,"under-sweep",1351,263.2,540,4.025031407,3.1475,29.5,1
"177296","sub75",34,14,298,289.5,171,302,246,330,36,272,29,5,1,3,3,"declined",8,0,0.33,1,"under-sweep",1269.5,261,80,3.200319161,3.175,27.4625,1
"177351","sub75",36,15,1302.2,199.3,172,314,246,330,40,270,36,36,1,3,1,"more",9,0.425,0.33,1,"under-sweep",1265.1,275.6,66228,6.11288234,28.28,27.3525,1
"177379","sub75",13,16,269.9,208.6,172,294,154,246,23,355,18,18,1,2,1,"factor.",6,0.526315789,0.33,1,"accurate",1357.3,443.8,370,3.861208052,2.4725,29.6575,0
"177394","sub75",13,16,311.5,290.1,172,264,246,330,38,269,39,21,1,3,2,"Everybody",4,0.526315789,0.33,1,"accurate",1348.7,455.7,17555,5.536259714,3.5125,29.4425,0
"177430","sub75",16,17,286.7,199.9,172,327,154,246,21,316,18,18,1,2,1,"laboratory",10,0,0.33,1,"under-sweep",1371.6,264.5,331,3.812972226,2.8925,30.015,1
"177446","sub75",16,17,362.8,260,362,456,246,338,37,148,34,9,5,3,2,"sealed,",6,0,0.33,1,"under-sweep",1334,298.3,497,3.989063485,4.795,29.075,1
"177479","sub75",52,18,296.6,180.4,172,302,154,246,18,274,19,7,1,2,2,"specific",8,0,0.33,1,"accurate",1289.8,353.1,908,4.250398025,3.14,27.97,0
"177493","sub75",52,18,298,265.6,254,301,246,338,32,245,35,23,2,3,2,"the",3,0.05,0.33,1,"accurate",1276.5,357.2,1501908,7.468477762,3.175,27.6375,0
"177525","sub75",33,19,280.8,196.7,276,337,154,246,17,138,19,1,2,2,2,"That",4,0.024390244,0.33,1,"under-sweep",1321.9,251.6,719677,7.148972369,2.745,28.7725,1
"177549","sub75",33,19,330.5,255.1,265,336,246,330,41,154,38,20,2,3,2,"with,",4,0.731707317,0.33,1,"under-sweep",1362.8,297.2,257465,6.702554028,3.9875,29.795,1
"177574","sub75",5,20,297.6,227.7,265,313,154,246,16,256,19,7,2,2,3,"was",3,0.631578947,0.33,1,"accurate",1351.5,363.9,288391,6.751817351,3.165,29.5125,0
"177592","sub75",5,20,293,301.7,253,326,246,338,34,354,38,16,2,3,4,"place",5,0.552631579,0.33,1,"accurate",1405.3,360.3,30736,5.779495619,3.05,30.8575,0
"177603","sub75",5,20,263,352.4,172,273,338,418,45,163,57,35,1,4,4,"her.",3,0.947368421,0.33,1,"under-sweep",1341.1,238.1,144627,6.452086523,2.3,29.2525,1
"177629","sub75",26,21,290.7,187.9,289,350,154,246,20,149,20,20,3,2,1,"into",4,0.024390244,0.33,1,"under-sweep",1371.5,274.9,43074,5.926059428,2.9925,30.0125,1
"177647","sub75",26,21,300.6,263.7,172,314,246,338,38,205,34,34,1,3,1,"eliminate",9,0.341463415,0.33,1,"accurate",344.7,416.4,305,3.777555569,3.24,4.3425,0
"177683","sub75",35,22,306.6,193.3,290,386,154,246,24,131,19,19,3,2,1,"packing",7,0,0.33,1,"under-sweep",1373.2,276.9,698,4.136311318,3.39,30.055,1
"177725","sub75",29,23,268.4,212.6,242,338,154,246,13,147,15,15,2,2,1,"effects",7,0.075,0.33,1,"accurate",1338.3,323.4,649,4.104747499,2.435,29.1825,0
"177750","sub75",29,23,1154.5,248.8,1082,1178,246,338,38,237,39,17,14,3,2,"Western",7,0,0.33,1,"accurate",1065.2,1238.1,679,4.124343055,24.5875,22.355,0
"177754","sub75",29,23,286.4,342.6,171,338,338,422,42,222,42,20,1,4,2,"deportation",11,0,0.33,1,"accurate",313.5,316.5,40,2.904617999,2.885,3.5625,0
"177789","sub75",19,24,215,167.9,171,266,154,246,24,295,14,14,1,2,1,"quite",5,0.026315789,0.33,1,"accurate",1279.7,351.4,10332,5.306060572,1.1,27.7175,0
"177808","sub75",19,24,237,259.6,230,360,246,338,43,204,31,31,2,3,1,"surprises.",9,0.052631579,0.33,1,"accurate",257.9,280.9,497,3.989063485,1.65,2.1725,0
"177822","sub75",19,24,240.9,344.6,172,276,338,422,57,166,45,14,1,4,2,"gases,",5,0,0.33,1,"under-sweep",1370.6,207.8,37,2.871617739,1.7475,29.99,1
"177850","sub75",12,25,239.8,174.8,171,254,154,246,21,277,18,18,1,2,1,"dash",4,0,0.33,1,"accurate",1281.4,303.9,308,3.781792622,1.72,27.76,0
"177862","sub75",12,25,248.7,263.4,171,300,246,338,33,247,35,15,1,3,2,"balance,",7,0.119047619,0.33,1,"under-sweep",1248.6,230.7,764,4.175495577,1.9425,26.94,1
"177877","sub75",12,25,238.8,349.9,172,297,338,418,48,130,53,33,1,4,2,"notes.",5,0,0.33,1,"under-sweep",1317.6,205.8,1255,4.390823782,1.695,28.665,1
"177906","sub75",24,26,260.6,185.1,242,314,154,246,24,298,18,18,2,2,1,"doing",5,0.073170732,0.33,1,"accurate",1326.4,383.4,52492,6.011935536,2.24,28.885,0
"177918","sub75",24,26,237.6,260.3,171,266,246,330,36,322,37,13,1,3,2,"Union",5,0.025,0.33,1,"under-sweep",1280.8,225.7,1111,4.337938929,1.665,27.745,1
"177956","sub75",21,27,265.7,168.9,171,290,154,246,21,169,16,3,1,2,2,"details",7,0,0.33,1,"under-sweep",1343.9,239.5,1481,4.462682346,2.3675,29.3225,1
"177986","sub75",21,27,234.7,355.7,171,333,338,422,51,204,49,36,1,4,2,"practice.",8,0.5,0.33,1,"accurate",313.5,235.8,2330,4.659376416,1.5925,3.5625,0
"178009","sub75",23,28,236.2,165.6,172,242,154,246,19,335,19,19,1,2,1,"can",3,0,0.33,1,"accurate",1340,307.6,267620,6.719354331,1.63,29.225,0
"178027","sub75",23,28,219.8,267,171,254,246,330,37,225,35,35,1,3,1,"more",4,0,0.33,1,"accurate",1305.3,303,66228,6.11288234,1.22,28.3575,0
"178065","sub75",37,29,283.3,163.4,267,338,152,246,22,132,22,8,3,2,3,"rifle",5,0,0.33,1,"under-sweep",1329.7,232,743,4.163407078,2.8075,28.9675,1
"178082","sub75",37,29,224.4,271.5,171,321,246,330,39,490,39,25,1,3,3,"pleased.",7,0.076923077,0.33,1,"accurate",296.7,269.6,1455,4.454995517,1.335,3.1425,0
"178100","sub75",18,30,260.9,178,171,277,154,246,16,280,22,11,1,2,2,"muscle",6,0.048780488,0.33,1,"under-sweep",1349.5,227.2,694,4.133818947,2.2475,29.4625,1
"178115","sub75",18,30,235.2,259.2,229,324,246,330,31,222,42,31,2,3,2,"biting.",6,0.475,0.33,1,"under-sweep",1323.1,213.9,250,3.691507864,1.605,28.8025,1
