"","item","line","word","start","end","length","OVP","string"
"1172",18,1,3,9,12,4,10,"mean"
"1173",18,1,4,14,15,2,14,"me"
"1174",18,1,5,17,18,2,17,"to"
"1175",18,1,6,20,23,4,21,"wash"
"1176",18,1,7,25,27,3,26,"all"
"1177",18,1,8,29,33,5,31,"those"
"1178",18,1,9,35,42,8,38,"dishes?'"
"1179",18,1,10,44,46,3,45,"she"
"1180",18,1,11,48,53,6,50,"asked,"
"1181",18,1,12,55,61,7,58,"feeling"
"1182",18,1,13,63,66,4,64,"both"
"1183",18,2,1,1,9,9,5,"indignant"
"1184",18,2,2,11,13,3,12,"and"
"1185",18,2,3,15,22,8,18,"fearful,"
"1186",18,2,4,24,26,3,25,"for"
"1187",18,2,5,28,31,4,29,"such"
"1188",18,2,6,33,33,1,33,"a"
"1189",18,2,7,35,38,4,36,"task"
"1190",18,2,8,40,44,5,42,"would"
"1191",18,2,9,46,49,4,47,"take"
"1192",18,2,10,51,55,5,53,"weeks"
"1193",18,2,11,57,58,2,57,"to"
"1194",18,2,12,60,70,11,65,"accomplish."
"1195",18,3,1,1,7,7,4,"'That's"
"1196",18,3,2,9,12,4,10,"just"
"1197",18,3,3,14,17,4,15,"what"
"1198",18,3,4,19,19,1,19,"I"
"1199",18,3,5,21,26,6,23,"mean,'"
"1200",18,3,6,28,29,2,28,"he"
"1201",18,3,7,31,39,9,35,"retorted."
"1202",18,3,8,41,42,2,41,"'I"
"1203",18,3,9,44,47,4,45,"need"
"1204",18,3,10,49,53,5,51,"clean"
"1205",18,3,11,55,61,7,58,"dishes,"
"1206",18,3,12,63,65,3,64,"for"
"1207",18,4,1,1,3,3,2,"all"
"1208",18,4,2,5,5,1,5,"I"
"1209",18,4,3,7,10,4,8,"have"
"1210",18,4,4,12,14,3,13,"are"
"1211",18,4,5,16,22,7,19,"soiled,"
"1212",18,4,6,24,26,3,25,"and"
"1213",18,4,7,28,33,6,30,"you're"
"1214",18,4,8,35,39,5,37,"going"
"1215",18,4,9,41,42,2,41,"to"
"1216",18,4,10,44,47,4,45,"make"
"1217",18,4,11,49,51,3,50,"'em"
"1218",18,4,12,53,57,5,55,"clean"
"1219",18,4,13,59,60,2,59,"or"
"1220",18,4,14,62,64,3,63,"get"
"1221",18,5,1,1,9,9,5,"trounced."
"1222",18,5,2,11,12,2,11,"So"
"1223",18,5,3,14,16,3,15,"get"
"1224",18,5,4,18,19,2,18,"to"
"1225",18,5,5,21,24,4,22,"work"
"1226",18,5,6,26,28,3,27,"and"
"1227",18,5,7,30,31,2,30,"be"
"1228",18,5,8,33,39,7,36,"careful"
"1229",18,5,9,41,43,3,42,"not"
"1230",18,5,10,45,46,2,45,"to"
"1231",18,5,11,48,52,5,50,"break"
"1232",18,5,12,54,62,9,58,"anything."
"1233",18,5,13,64,65,2,64,"If"
"1234",18,5,14,67,69,3,68,"you"
"1235",18,6,1,1,5,5,3,"smash"
"1236",18,6,2,7,7,1,7,"a"
"1237",18,6,3,9,13,5,11,"dish,"
"1238",18,6,4,15,17,3,16,"the"
"1239",18,6,5,19,25,7,22,"penalty"
"1240",18,6,6,27,28,2,27,"is"
"1241",18,6,7,30,32,3,31,"one"
"1242",18,6,8,34,37,4,35,"lash"
"1243",18,6,9,39,42,4,40,"from"
"1244",18,6,10,44,45,2,44,"my"
"1245",18,6,11,47,54,8,50,"dreadful"
"1246",18,6,12,56,72,17,64,"cat-o'-nine-tails"
"1247",18,7,1,1,3,3,2,"for"
"1248",18,7,2,5,9,5,7,"every"
"1249",18,7,3,11,15,5,13,"piece"
"1250",18,7,4,17,19,3,18,"the"
"1251",18,7,5,21,24,4,22,"dish"
"1252",18,7,6,26,31,6,28,"breaks"
"1253",18,7,7,33,38,6,35,"into,'"
"1254",18,7,8,40,42,3,41,"and"
"1255",18,7,9,44,47,4,45,"here"
"1256",18,7,10,49,57,9,53,"Crinklink"
"1257",18,7,11,59,67,9,63,"displayed"
"1258",18,7,12,69,69,1,69,"a"
"1259",18,8,1,1,8,8,4,"terrible"
"1260",18,8,2,10,13,4,11,"whip"
"1261",18,8,3,15,18,4,16,"that"
"1262",18,8,4,20,23,4,21,"made"
"1263",18,8,5,25,27,3,26,"the"
"1264",18,8,6,29,34,6,31,"little"
"1265",18,8,7,36,39,4,37,"girl"
"1266",18,8,8,41,48,8,44,"shudder."
"1267",20,1,1,1,7,7,4,"Dorothy"
"1268",20,1,2,9,12,4,10,"knew"
"1269",20,1,3,14,16,3,15,"how"
"1270",20,1,4,18,19,2,18,"to"
"1271",20,1,5,21,24,4,22,"wash"
"1272",20,1,6,26,32,7,29,"dishes,"
"1273",20,1,7,34,36,3,35,"but"
"1274",20,1,8,38,40,3,39,"she"
"1275",20,1,9,42,51,10,46,"remembered"
"1276",20,1,10,53,56,4,54,"that"
"1277",20,1,11,58,62,5,60,"often"
"1278",20,1,12,64,66,3,65,"she"
"1279",20,2,1,1,10,10,5,"carelessly"
"1280",20,2,2,12,16,5,14,"broke"
"1281",20,2,3,18,21,4,19,"one."
"1282",20,2,4,23,24,2,23,"In"
"1283",20,2,5,26,29,4,27,"this"
"1284",20,2,6,31,35,5,33,"case,"
"1285",20,2,7,37,44,8,40,"however,"
"1286",20,2,8,46,46,1,46,"a"
"1287",20,2,9,48,51,4,49,"good"
"1288",20,2,10,53,56,4,54,"deal"
"1289",20,2,11,58,65,8,61,"depended"
"1290",20,2,12,67,68,2,67,"on"
"1291",20,3,1,1,5,5,3,"being"
"1292",20,3,2,7,14,8,10,"careful,"
"1293",20,3,3,16,17,2,16,"so"
"1294",20,3,4,19,21,3,20,"she"
"1295",20,3,5,23,29,7,26,"handled"
"1296",20,3,6,31,33,3,32,"the"
"1297",20,3,7,35,40,6,37,"dishes"
"1298",20,3,8,42,45,4,43,"very"
"1299",20,3,9,47,57,11,52,"cautiously."
"1300",20,4,1,1,5,5,3,"While"
"1301",20,4,2,7,9,3,8,"she"
"1302",20,4,3,11,17,7,14,"worked,"
"1303",20,4,4,19,22,4,20,"Toto"
"1304",20,4,5,24,26,3,25,"sat"
"1305",20,4,6,28,29,2,28,"by"
"1306",20,4,7,31,33,3,32,"the"
"1307",20,4,8,35,40,6,37,"hearth"
"1308",20,4,9,42,44,3,43,"and"
"1309",20,4,10,46,52,7,49,"growled"
"1310",20,4,11,54,56,3,55,"low"
"1311",20,4,12,58,59,2,58,"at"
"1312",20,5,1,1,10,10,5,"Crinklink,"
"1313",20,5,2,12,14,3,13,"and"
"1314",20,5,3,16,24,9,20,"Crinklink"
"1315",20,5,4,26,28,3,27,"sat"
"1316",20,5,5,30,31,2,30,"in"
"1317",20,5,6,33,35,3,34,"his"
"1318",20,5,7,37,41,5,39,"chair"
"1319",20,5,8,43,45,3,44,"and"
"1320",20,5,9,47,53,7,50,"growled"
"1321",20,5,10,55,56,2,55,"at"
"1322",20,5,11,58,64,7,61,"Dorothy"
"1323",20,5,12,66,72,7,69,"because"
"1324",20,6,1,1,3,3,2,"she"
"1325",20,6,2,5,9,5,7,"moved"
"1326",20,6,3,11,12,2,11,"so"
"1327",20,6,4,14,20,7,17,"slowly."
"1328",20,6,5,22,23,2,22,"He"
"1329",20,6,6,25,32,8,28,"expected"
"1330",20,6,7,34,36,3,35,"her"
"1331",20,6,8,38,39,2,38,"to"
"1332",20,6,9,41,45,5,43,"break"
"1333",20,6,10,47,47,1,47,"a"
"1334",20,6,11,49,52,4,50,"dish"
"1335",20,6,12,54,56,3,55,"any"
"1336",20,6,13,58,64,7,61,"minute,"
"1337",20,6,14,66,68,3,67,"but"
"1338",20,6,15,70,71,2,70,"as"
"1339",20,7,1,1,3,3,2,"the"
"1340",20,7,2,5,9,5,7,"hours"
"1341",20,7,3,11,16,6,13,"passed"
"1342",20,7,4,18,21,4,19,"away"
"1343",20,7,5,23,25,3,24,"and"
"1344",20,7,6,27,30,4,28,"this"
"1345",20,7,7,32,34,3,33,"did"
"1346",20,7,8,36,38,3,37,"not"
"1347",20,7,9,40,45,6,42,"happen"
"1348",20,7,10,47,55,9,51,"Crinklink"
"1349",20,7,11,57,61,5,59,"began"
"1350",20,7,12,63,64,2,63,"to"
"1351",20,7,13,66,69,4,67,"grow"
"1352",20,8,1,1,7,7,4,"sleepy."
"1353",20,8,2,9,10,2,9,"It"
"1354",20,8,3,12,14,3,13,"was"
"1355",20,8,4,16,23,8,19,"tiresome"
"1356",20,8,5,25,32,8,28,"watching"
"1357",20,8,6,34,36,3,35,"the"
"1358",20,8,7,38,41,4,39,"girl"
"1359",20,8,8,43,46,4,44,"wash"
"1360",20,8,9,48,53,6,50,"dishes"
"1361",20,8,10,55,57,3,56,"and"
"1362",20,8,11,59,63,5,61,"often"
"1363",20,8,12,65,66,2,65,"he"
"1364",20,9,1,1,7,7,4,"glanced"
"1365",20,9,2,9,17,9,13,"longingly"
"1366",20,9,3,19,20,2,19,"at"
"1367",20,9,4,22,24,3,23,"the"
"1368",20,9,5,26,29,4,27,"tiny"
"1369",20,9,6,31,34,4,32,"bed."
"1370",20,9,7,36,38,3,37,"Now"
"1371",20,9,8,40,41,2,40,"he"
"1372",20,9,9,43,47,5,45,"began"
"1373",20,9,10,49,50,2,49,"to"
"1374",20,9,11,52,56,5,54,"yawn,"
"1375",20,9,12,58,60,3,59,"and"
"1376",20,9,13,62,63,2,62,"he"
"1377",20,9,14,65,70,6,67,"yawned"
"1378",20,10,1,1,3,3,2,"and"
"1379",20,10,2,5,10,6,7,"yawned"
"1380",20,10,3,12,16,5,14,"until"
"1381",20,10,4,18,24,7,21,"finally"
"1382",20,10,5,26,27,2,26,"he"
"1383",20,10,6,29,33,5,31,"said:"
"1384",21,1,1,1,4,4,2,"'I'm"
"1385",21,1,2,6,10,5,8,"going"
"1386",21,1,3,12,13,2,12,"to"
"1387",21,1,4,15,18,4,16,"take"
"1388",21,1,5,20,20,1,20,"a"
"1389",21,1,6,22,25,4,23,"nap."
"1390",21,1,7,27,29,3,28,"But"
"1391",21,1,8,31,33,3,32,"the"
"1392",21,1,9,35,41,7,38,"buttons"
"1393",21,1,10,43,44,2,43,"on"
"1394",21,1,11,46,47,2,46,"my"
"1395",21,1,12,49,54,6,51,"jacket"
"1396",21,1,13,56,59,4,57,"will"
"1397",21,1,14,61,62,2,61,"be"
"1398",21,1,15,64,67,4,65,"wide"
"1399",21,2,1,1,5,5,3,"awake"
"1400",21,2,2,7,9,3,8,"and"
"1401",21,2,3,11,18,8,14,"whenever"
"1402",21,2,4,20,22,3,21,"you"
"1403",21,2,5,24,28,5,26,"break"
"1404",21,2,6,30,30,1,30,"a"
"1405",21,2,7,32,35,4,33,"dish"
"1406",21,2,8,37,39,3,38,"the"
"1407",21,2,9,41,45,5,43,"crash"
"1408",21,2,10,47,50,4,48,"will"
"1409",21,2,11,52,56,5,54,"waken"
"1410",21,2,12,58,60,3,59,"me."
"1411",21,2,13,62,63,2,62,"As"
"1412",21,2,14,65,67,3,66,"I'm"
"1413",21,3,1,1,6,6,3,"rather"
"1414",21,3,2,8,13,6,10,"sleepy"
"1415",21,3,3,15,15,1,15,"I"
"1416",21,3,4,17,20,4,18,"hope"
"1417",21,3,5,22,24,3,23,"you"
"1418",21,3,6,26,30,5,28,"won't"
"1419",21,3,7,32,40,9,36,"interrupt"
"1420",21,3,8,42,43,2,42,"my"
"1421",21,3,9,45,47,3,46,"nap"
"1422",21,3,10,49,50,2,49,"by"
"1423",21,3,11,52,59,8,55,"breaking"
"1424",21,3,12,61,68,8,64,"anything"
"1425",21,3,13,70,72,3,71,"for"
"1426",21,4,1,1,1,1,1,"a"
"1427",21,4,2,3,6,4,4,"long"
"1428",21,4,3,8,13,6,10,"time.'"
"1429",21,5,1,1,4,4,2,"Then"
"1430",21,5,2,6,14,9,10,"Crinklink"
"1431",21,5,3,16,19,4,17,"made"
"1432",21,5,4,21,27,7,24,"himself"
"1433",21,5,5,29,32,4,30,"grow"
"1434",21,5,6,34,40,7,37,"smaller"
"1435",21,5,7,42,44,3,43,"and"
"1436",21,5,8,46,52,7,49,"smaller"
"1437",21,5,9,54,58,5,56,"until"
"1438",21,5,10,60,61,2,60,"he"
"1439",21,5,11,63,65,3,64,"was"
"1440",21,6,1,1,5,5,3,"three"
"1441",21,6,2,7,12,6,9,"inches"
"1442",21,6,3,14,17,4,15,"high"
"1443",21,6,4,19,21,3,20,"and"
"1444",21,6,5,23,24,2,23,"of"
"1445",21,6,6,26,26,1,26,"a"
"1446",21,6,7,28,31,4,29,"size"
"1447",21,6,8,33,34,2,33,"to"
"1448",21,6,9,36,38,3,37,"fit"
"1449",21,6,10,40,42,3,41,"the"
"1450",21,6,11,44,47,4,45,"tiny"
"1451",21,6,12,49,52,4,50,"bed."
"1452",21,6,13,54,55,2,54,"At"
"1453",21,6,14,57,60,4,58,"once"
"1454",21,6,15,62,63,2,62,"he"
"1455",21,6,16,65,67,3,66,"lay"
"1456",21,6,17,69,72,4,70,"down"
"1457",21,7,1,1,3,3,2,"and"
"1458",21,7,2,5,8,4,6,"fell"
"1459",21,7,3,10,13,4,11,"fast"
"1460",21,7,4,15,21,7,18,"asleep."
"1461",21,8,1,1,7,7,4,"Dorothy"
"1462",21,8,2,9,12,4,10,"came"
"1463",21,8,3,14,18,5,16,"close"
"1464",21,8,4,20,21,2,20,"to"
"1465",21,8,5,23,25,3,24,"the"
"1466",21,8,6,27,33,7,30,"buttons"
"1467",21,8,7,35,37,3,36,"and"
"1468",21,8,8,39,48,10,43,"whispered:"
"1469",21,8,9,50,55,6,52,"'Would"
"1470",21,8,10,57,59,3,58,"you"
"1471",21,8,11,61,66,6,63,"really"
"1472",21,9,1,1,4,4,2,"warn"
"1473",21,9,2,6,14,9,10,"Crinklink"
"1474",21,9,3,16,17,2,16,"if"
"1475",21,9,4,19,19,1,19,"I"
"1476",21,9,5,21,25,5,23,"tried"
"1477",21,9,6,27,28,2,27,"to"
"1478",21,9,7,30,37,8,33,"escape?'"
"1479",21,10,1,1,4,4,2,"'You"
"1480",21,10,2,6,10,5,8,"can't"
"1481",21,10,3,12,19,8,15,"escape,'"
"1482",21,10,4,21,27,7,24,"growled"
"1483",21,10,5,29,31,3,30,"the"
"1484",21,10,6,33,37,5,35,"bear."
"1485",22,1,1,1,10,10,5,"'Crinklink"
"1486",22,1,2,12,16,5,14,"would"
"1487",22,1,3,18,23,6,20,"become"
"1488",22,1,4,25,25,1,25,"a"
"1489",22,1,5,27,32,6,29,"giant,"
"1490",22,1,6,34,36,3,35,"and"
"1491",22,1,7,38,41,4,39,"soon"
"1492",22,1,8,43,50,8,46,"overtake"
"1493",22,1,9,52,56,5,54,"you.'"
"1494",22,2,1,1,4,4,2,"'But"
"1495",22,2,2,6,8,3,7,"you"
"1496",22,2,3,10,14,5,12,"might"
"1497",22,2,4,16,19,4,17,"kill"
"1498",22,2,5,21,23,3,22,"him"
"1499",22,2,6,25,29,5,27,"while"
"1500",22,2,7,31,32,2,31,"he"
"1501",22,2,8,34,41,8,37,"sleeps,'"
"1502",22,2,9,43,51,9,47,"suggested"
"1503",22,2,10,53,55,3,54,"the"
"1504",22,2,11,57,60,4,58,"cat,"
"1505",22,2,12,62,63,2,62,"in"
"1506",22,2,13,65,65,1,65,"a"
"1507",22,3,1,1,4,4,2,"soft"
"1508",22,3,2,6,11,6,8,"voice."
"1509",22,4,1,1,5,5,3,"'Oh!'"
"1510",22,4,2,7,11,5,9,"cried"
"1511",22,4,3,13,20,8,16,"Dorothy,"
"1512",22,4,4,22,28,7,25,"drawing"
"1513",22,4,5,30,34,5,32,"back;"
"1514",22,4,6,36,37,2,36,"'I"
"1515",22,4,7,39,46,8,42,"couldn't"
"1516",22,4,8,48,55,8,51,"poss'bly"
"1517",22,4,9,57,60,4,58,"kill"
"1518",22,5,1,1,14,14,7,"anything--even"
"1519",22,5,2,16,17,2,16,"to"
"1520",22,5,3,19,22,4,20,"save"
"1521",22,5,4,24,25,2,24,"my"
"1522",22,5,5,27,32,6,29,"life.'"
"1523",22,6,1,1,3,3,2,"But"
"1524",22,6,2,5,8,4,6,"Toto"
"1525",22,6,3,10,12,3,11,"had"
"1526",22,6,4,14,18,5,16,"heard"
"1527",22,6,5,20,23,4,21,"this"
"1528",22,6,6,25,36,12,30,"conversation"
"1529",22,6,7,38,40,3,39,"and"
"1530",22,6,8,42,44,3,43,"was"
"1531",22,6,9,46,48,3,47,"not"
"1532",22,6,10,50,51,2,50,"so"
"1533",22,6,11,53,62,10,57,"particular"
"1534",22,6,12,64,68,5,66,"about"
"1535",22,7,1,1,7,7,4,"killing"
"1536",22,7,2,9,17,9,13,"monsters."
"1537",22,7,3,19,22,4,20,"Also"
"1538",22,7,4,24,26,3,25,"the"
"1539",22,7,5,28,33,6,30,"little"
"1540",22,7,6,35,37,3,36,"dog"
"1541",22,7,7,39,42,4,40,"knew"
"1542",22,7,8,44,45,2,44,"he"
"1543",22,7,9,47,50,4,48,"must"
"1544",22,7,10,52,54,3,53,"try"
"1545",22,7,11,56,57,2,56,"to"
"1546",22,7,12,59,62,4,60,"save"
"1547",22,7,13,64,66,3,65,"his"
"1548",22,8,1,1,9,9,5,"mistress."
"1549",22,8,2,11,12,2,11,"In"
"1550",22,8,3,14,15,2,14,"an"
"1551",22,8,4,17,23,7,20,"instant"
"1552",22,8,5,25,26,2,25,"he"
"1553",22,8,6,28,33,6,30,"sprang"
"1554",22,8,7,35,38,4,36,"upon"
"1555",22,8,8,40,42,3,41,"the"
"1556",22,8,9,44,46,3,45,"wee"
"1557",22,8,10,48,50,3,49,"bed"
"1558",22,8,11,52,54,3,53,"and"
"1559",22,8,12,56,58,3,57,"was"
"1560",22,8,13,60,64,5,62,"about"
"1561",22,8,14,66,67,2,66,"to"
"1562",22,8,15,69,73,5,71,"seize"
"1563",22,9,1,1,3,3,2,"the"
"1564",22,9,2,5,12,8,8,"sleeping"
"1565",22,9,3,14,22,9,18,"Crinklink"
"1566",22,9,4,24,25,2,24,"in"
"1567",22,9,5,27,29,3,28,"his"
"1568",22,9,6,31,34,4,32,"jaws"
"1569",22,9,7,36,39,4,37,"when"
"1570",22,9,8,41,47,7,44,"Dorothy"
"1571",22,9,9,49,53,5,51,"heard"
"1572",22,9,10,55,55,1,55,"a"
"1573",22,9,11,57,60,4,58,"loud"
"1574",22,9,12,62,66,5,64,"crash"
"1575",22,9,13,68,70,3,69,"and"
"1576",22,9,14,72,72,1,72,"a"
"1577",22,10,1,1,4,4,2,"heap"
"1578",22,10,2,6,7,2,6,"of"
"1579",22,10,3,9,14,6,11,"dishes"
"1580",22,10,4,16,19,4,17,"fell"
"1581",22,10,5,21,24,4,22,"from"
"1582",22,10,6,26,28,3,27,"the"
"1583",22,10,7,30,34,5,32,"table"
"1584",22,10,8,36,37,2,36,"to"
"1585",22,10,9,39,41,3,40,"the"
"1586",22,10,10,43,48,6,45,"floor."
"1587",23,1,1,1,4,4,2,"Then"
"1588",23,1,2,6,8,3,7,"the"
"1589",23,1,3,10,13,4,11,"girl"
"1590",23,1,4,15,17,3,16,"saw"
"1591",23,1,5,19,22,4,20,"Toto"
"1592",23,1,6,24,26,3,25,"and"
"1593",23,1,7,28,30,3,29,"the"
"1594",23,1,8,32,37,6,34,"little"
"1595",23,1,9,39,41,3,40,"man"
"1596",23,1,10,43,49,7,46,"rolling"
"1597",23,1,11,51,52,2,51,"on"
"1598",23,1,12,54,56,3,55,"the"
"1599",23,1,13,58,62,5,60,"floor"
"1600",23,1,14,64,72,9,68,"together,"
"1601",23,2,1,1,4,4,2,"like"
"1602",23,2,2,6,6,1,6,"a"
"1603",23,2,3,8,12,5,10,"fuzzy"
"1604",23,2,4,14,18,5,16,"ball,"
"1605",23,2,5,20,22,3,21,"and"
"1606",23,2,6,24,27,4,25,"when"
"1607",23,2,7,29,31,3,30,"the"
"1608",23,2,8,33,36,4,34,"ball"
"1609",23,2,9,38,44,7,41,"stopped"
"1610",23,2,10,46,53,8,49,"rolling,"
"1611",23,2,11,55,61,7,58,"behold!"
"1612",23,2,12,63,67,5,65,"there"
"1613",23,2,13,69,71,3,70,"was"
"1614",23,3,1,1,4,4,2,"Toto"
"1615",23,3,2,6,12,7,9,"wagging"
"1616",23,3,3,14,16,3,15,"his"
"1617",23,3,4,18,21,4,19,"tail"
"1618",23,3,5,23,30,8,26,"joyfully"
"1619",23,3,6,32,34,3,33,"and"
"1620",23,3,7,36,40,5,38,"there"
"1621",23,3,8,42,44,3,43,"sat"
"1622",23,3,9,46,48,3,47,"the"
"1623",23,3,10,50,55,6,52,"little"
"1624",23,3,11,57,62,6,59,"Wizard"
"1625",23,3,12,64,65,2,64,"of"
"1626",23,3,13,67,69,3,68,"Oz,"
"1627",23,4,1,1,8,8,4,"laughing"
"1628",23,4,2,10,16,7,13,"merrily"
"1629",23,4,3,18,19,2,18,"at"
"1630",23,4,4,21,23,3,22,"the"
"1631",23,4,5,25,34,10,29,"expression"
"1632",23,4,6,36,37,2,36,"of"
"1633",23,4,7,39,46,8,42,"surprise"
"1634",23,4,8,48,49,2,48,"on"
"1635",23,4,9,51,59,9,55,"Dorothy's"
"1636",23,4,10,61,65,5,63,"face."
"1637",23,5,1,1,5,5,3,"'Yes,"
"1638",23,5,2,7,8,2,7,"my"
"1639",23,5,3,10,14,5,12,"dear,"
"1640",23,5,4,16,19,4,17,"it's"
"1641",23,5,5,21,24,4,22,"me,'"
"1642",23,5,6,26,29,4,27,"said"
"1643",23,5,7,31,33,3,32,"he,"
"1644",23,5,8,35,38,4,36,"'and"
"1645",23,5,9,40,43,4,41,"I've"
"1646",23,5,10,45,48,4,46,"been"
"1647",23,5,11,50,56,7,53,"playing"
"1648",23,5,12,58,63,6,60,"tricks"
"1649",23,5,13,65,66,2,65,"on"
"1650",23,6,1,1,8,8,4,"you--for"
"1651",23,6,2,10,13,4,11,"your"
"1652",23,6,3,15,17,3,16,"own"
"1653",23,6,4,19,23,5,21,"good."
"1654",23,6,5,25,25,1,25,"I"
"1655",23,6,6,27,32,6,29,"wanted"
"1656",23,6,7,34,35,2,34,"to"
"1657",23,6,8,37,41,5,39,"prove"
"1658",23,6,9,43,44,2,43,"to"
"1659",23,6,10,46,48,3,47,"you"
"1660",23,6,11,50,53,4,51,"that"
"1661",23,6,12,55,56,2,55,"it"
"1662",23,6,13,58,59,2,58,"is"
"1663",23,6,14,61,66,6,63,"really"
"1664",23,7,1,1,9,9,5,"dangerous"
"1665",23,7,2,11,13,3,12,"for"
"1666",23,7,3,15,15,1,15,"a"
"1667",23,7,4,17,22,6,19,"little"
"1668",23,7,5,24,27,4,25,"girl"
"1669",23,7,6,29,30,2,29,"to"
"1670",23,7,7,32,37,6,34,"wander"
"1671",23,7,8,39,43,5,41,"alone"
"1672",23,7,9,45,46,2,45,"in"
"1673",23,7,10,48,48,1,48,"a"
"1674",23,7,11,50,54,5,52,"fairy"
"1675",23,7,12,56,63,8,59,"country;"
"1676",23,7,13,65,66,2,65,"so"
"1677",23,7,14,68,68,1,68,"I"
"1678",23,7,15,70,73,4,71,"took"
"1679",23,8,1,1,3,3,2,"the"
"1680",23,8,2,5,8,4,6,"form"
"1681",23,8,3,10,11,2,10,"of"
"1682",23,8,4,13,21,9,17,"Crinklink"
"1683",23,8,5,23,24,2,23,"to"
"1684",23,8,6,26,30,5,28,"teach"
"1685",23,8,7,32,34,3,33,"you"
"1686",23,8,8,36,36,1,36,"a"
"1687",23,8,9,38,44,7,41,"lesson."
"1688",23,8,10,46,50,5,48,"There"
"1689",23,8,11,52,56,5,54,"isn't"
"1690",23,8,12,58,60,3,59,"any"
"1691",23,8,13,62,71,10,66,"Crinklink,"
"1692",23,9,1,1,2,2,1,"to"
"1693",23,9,2,4,5,2,4,"be"
"1694",23,9,3,7,11,5,9,"sure;"
"1695",23,9,4,13,15,3,14,"but"
"1696",23,9,5,17,18,2,17,"if"
"1697",23,9,6,20,24,5,22,"there"
"1698",23,9,7,26,28,3,27,"had"
"1699",23,9,8,30,33,4,31,"been"
"1700",23,9,9,35,39,5,37,"you'd"
"1701",23,9,10,41,42,2,41,"be"
"1702",23,9,11,44,51,8,47,"severely"
"1703",23,9,12,53,59,7,56,"whipped"
"1704",23,9,13,61,63,3,62,"for"
"1705",23,9,14,65,72,8,68,"breaking"
"1706",23,10,1,1,3,3,2,"all"
"1707",23,10,2,5,9,5,7,"those"
"1708",23,10,3,11,18,8,14,"dishes.'"
"1709",25,1,1,1,3,3,2,"The"
"1710",25,1,2,5,10,6,7,"Wizard"
"1711",25,1,3,12,14,3,13,"now"
"1712",25,1,4,16,20,5,18,"rose,"
"1713",25,1,5,22,25,4,23,"took"
"1714",25,1,6,27,29,3,28,"off"
"1715",25,1,7,31,33,3,32,"the"
"1716",25,1,8,35,38,4,36,"coat"
"1717",25,1,9,40,43,4,41,"with"
"1718",25,1,10,45,47,3,46,"the"
"1719",25,1,11,49,54,6,51,"button"
"1720",25,1,12,56,61,6,58,"heads,"
"1721",25,1,13,63,65,3,64,"and"
"1722",25,2,1,1,6,6,3,"spread"
"1723",25,2,2,8,9,2,8,"it"
"1724",25,2,3,11,12,2,11,"on"
"1725",25,2,4,14,16,3,15,"the"
"1726",25,2,5,18,23,6,20,"floor,"
"1727",25,2,6,25,29,5,27,"wrong"
"1728",25,2,7,31,34,4,32,"side"
"1729",25,2,8,36,38,3,37,"up."
"1730",25,2,9,40,41,2,40,"At"
"1731",25,2,10,43,46,4,44,"once"
"1732",25,2,11,48,52,5,50,"there"
"1733",25,2,12,54,58,5,56,"crept"
"1734",25,2,13,60,63,4,61,"from"
"1735",25,2,14,65,71,7,68,"beneath"
"1736",25,3,1,1,2,2,1,"it"
"1737",25,3,2,4,4,1,4,"a"
"1738",25,3,3,6,10,5,8,"bear,"
"1739",25,3,4,12,12,1,12,"a"
"1740",25,3,5,14,18,5,16,"wolf,"
"1741",25,3,6,20,20,1,20,"a"
"1742",25,3,7,22,25,4,23,"cat,"
"1743",25,3,8,27,27,1,27,"a"
"1744",25,3,9,29,35,7,32,"weasel,"
"1745",25,3,10,37,39,3,38,"and"
"1746",25,3,11,41,41,1,41,"a"
"1747",25,3,12,43,54,12,48,"field-mouse,"
"1748",25,3,13,56,58,3,57,"who"
"1749",25,3,14,60,62,3,61,"all"
"1750",25,3,15,64,69,6,66,"rushed"
"1751",25,4,1,1,4,4,2,"from"
"1752",25,4,2,6,8,3,7,"the"
"1753",25,4,3,10,13,4,11,"room"
"1754",25,4,4,15,17,3,16,"and"
"1755",25,4,5,19,25,7,22,"escaped"
"1756",25,4,6,27,30,4,28,"into"
"1757",25,4,7,32,34,3,33,"the"
"1758",25,4,8,36,45,10,40,"mountains."
"1759",25,5,1,1,5,5,3,"'Come"
"1760",25,5,2,7,9,3,8,"on,"
"1761",25,5,3,11,16,6,13,"Toto,'"
"1762",25,5,4,18,21,4,19,"said"
"1763",25,5,5,23,30,8,26,"Dorothy;"
"1764",25,5,6,32,37,6,34,"'let's"
"1765",25,5,7,39,40,2,39,"go"
"1766",25,5,8,42,45,4,43,"back"
"1767",25,5,9,47,48,2,47,"to"
"1768",25,5,10,50,52,3,51,"the"
"1769",25,5,11,54,60,7,57,"Emerald"
"1770",25,5,12,62,66,5,64,"City."
"1771",25,6,1,1,6,6,3,"You've"
"1772",25,6,2,8,12,5,10,"given"
"1773",25,6,3,14,15,2,14,"me"
"1774",25,6,4,17,17,1,17,"a"
"1775",25,6,5,19,22,4,20,"good"
"1776",25,6,6,24,29,6,26,"scare,"
"1777",25,6,7,31,38,8,34,"Wizard,'"
"1778",25,6,8,40,42,3,41,"she"
"1779",25,6,9,44,49,6,46,"added,"
"1780",25,6,10,51,54,4,52,"with"
"1781",25,6,11,56,63,8,59,"dignity,"
"1782",25,6,12,65,68,4,66,"'and"
